icd9_code,short_title,long_title
316,Psychic factor w oth dis,Psychic factors associated with diseases classified elsewhere
317,Mild intellect disabilty,Mild intellectual disabilities
3180,Mod intellect disability,Moderate intellectual disabilities
3181,Sev intellect disability,Severe intellectual disabilities
3182,Profnd intellct disablty,Profound intellectual disabilities
319,Intellect disability NOS,Unspecified intellectual disabilities
3200,Hemophilus meningitis,Hemophilus meningitis
3201,Pneumococcal meningitis,Pneumococcal meningitis
3202,Streptococcal meningitis,Streptococcal meningitis
3203,Staphylococc meningitis,Staphylococcal meningitis
3207,Mening in oth bact dis,Meningitis in other bacterial diseases classified elsewhere
32082,Mningts gram-neg bct NEC,"Meningitis due to gram-negative bacteria, not elsewhere classified"
32089,Meningitis oth spcf bact,Meningitis due to other specified bacteria
3209,Bacterial meningitis NOS,Meningitis due to unspecified bacterium
3210,Cryptococcal meningitis,Cryptococcal meningitis
3212,Mening in oth viral dis,Meningitis due to viruses not elsewhere classified
3220,Nonpyogenic meningitis,Nonpyogenic meningitis
3221,Eosinophilic meningitis,Eosinophilic meningitis
3222,Chronic meningitis,Chronic meningitis
3229,Meningitis NOS,"Meningitis, unspecified"
32341,Ot encph/mye ot inf else,Other encephalitis and encephalomyelitis due to other infections classified elsewhere
32351,Enceph/myel folwg immune,Encephalitis and encephalomyelitis following immunization procedures
32361,Inf ac dis encephalomyel,Infectious acute disseminated encephalomyelitis (ADEM)
32362,Postinf encephalitis NEC,Other postinfectious encephalitis and encephalomyelitis
32372,Toxic myelitis,Toxic myelitis
32381,Enceph & encephlalo NEC,Other causes of encephalitis and encephalomyelitis
32382,Myelitis cause NEC,Other causes of myelitis
3239,Encephalitis NOS,"Unspecified causes of encephalitis, myelitis, and encephalomyelitis"
3240,Intracranial abscess,Intracranial abscess
3241,Intraspinal abscess,Intraspinal abscess
3249,Cns abscess NOS,Intracranial and intraspinal abscess of unspecified site
325,Phlebitis intrcran sinus,Phlebitis and thrombophlebitis of intracranial venous sinuses
326,Late eff cns abscess,Late effects of intracranial abscess or pyogenic infection
32713,Recurrent hypersomnia,Recurrent hypersomnia
32719,Organic hypersomnia NEC,Other organic hypersomnia
32720,Organic sleep apnea NOS,"Organic sleep apnea, unspecified"
32721,Prim central sleep apnea,Primary central sleep apnea
32723,Obstructive sleep apnea,Obstructive sleep apnea (adult)(pediatric)
32724,Idiopath sleep hypovent,Idiopathic sleep related non-obstructive alveolar hypoventilation
32725,Cong cntrl hypovent synd,Congenital central alveolar hypoventilation syndrome
32726,Sleep hypovent oth dis,Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
32727,Cntrl sleep apnea ot dis,Central sleep apnea in conditions classified elsewhere
32737,Circadian rhym oth dis,Circadian rhythm sleep disorder in conditions classified elsewhere
32742,REM sleep behavior dis,REM sleep behavior disorder
3300,Leukodystrophy,Leukodystrophy
3301,Cerebral lipidoses,Cerebral lipidoses
3308,Cereb degen in child NEC,Other specified cerebral degenerations in childhood
3310,Alzheimer's disease,Alzheimer's disease
33119,Frontotemp dementia NEC,Other frontotemporal dementia
3313,Communicat hydrocephalus,Communicating hydrocephalus
3314,Obstructiv hydrocephalus,Obstructive hydrocephalus
3315,Norml pressure hydroceph,Idiopathic normal pressure hydrocephalus (INPH)
33182,Dementia w Lewy bodies,Dementia with lewy bodies
33183,Mild cognitive impairemt,"Mild cognitive impairment, so stated"
33189,Cereb degeneration NEC,Other cerebral degeneration
3319,Cereb degeneration NOS,"Cerebral degeneration, unspecified"
3320,Paralysis agitans,Paralysis agitans
3321,Secondary parkinsonism,Secondary parkinsonism
3330,Degen basal ganglia NEC,Other degenerative diseases of the basal ganglia
3331,Tremor NEC,Essential and other specified forms of tremor
3332,Myoclonus,Myoclonus
3334,Huntington's chorea,Huntington's chorea
3335,Chorea NEC,Other choreas
3336,Genetic torsion dystonia,Genetic torsion dystonia
33372,Acute dystonia d/t drugs,Acute dystonia due to drugs
33379,Acq torsion dystonia NEC,Other acquired torsion dystonia
33381,Blepharospasm,Blepharospasm
33382,Orofacial dyskinesia,Orofacial dyskinesia
33384,Organic writers' cramp,Organic writers' cramp
33385,Subac dyskinesa d/t drug,Subacute dyskinesia due to drugs
33390,Extrapyramidal dis NOS,Unspecified extrapyramidal disease and abnormal movement disorder
33391,Stiff-man syndrome,Stiff-man syndrome
33392,Neuroleptic malgnt synd,Neuroleptic malignant syndrome
33394,Restless legs syndrome,Restless legs syndrome (RLS)
33399,Extrapyramidal dis NEC,Other extrapyramidal diseases and abnormal movement disorders
3340,Friedreich's ataxia,Friedreich's ataxia
3341,Hered spastic paraplegia,Hereditary spastic paraplegia
3342,Primary cerebellar degen,Primary cerebellar degeneration
3343,Cerebellar ataxia NEC,Other cerebellar ataxia
3344,Cerebel atax in oth dis,Cerebellar ataxia in diseases classified elsewhere
3348,Spinocerebellar dis NEC,Other spinocerebellar diseases
3349,Spinocerebellar dis NOS,"Spinocerebellar disease, unspecified"
33510,Spinal muscl atrophy NOS,"Spinal muscular atrophy, unspecified"
33511,Kugelberg-welander dis,Kugelberg-Welander disease
33520,Amyotrophic sclerosis,Amyotrophic lateral sclerosis
33521,Prog muscular atrophy,Progressive muscular atrophy
33522,Progressive bulbar palsy,Progressive bulbar palsy
33523,Pseudobulbar palsy,Pseudobulbar palsy
3360,Syringomyelia,Syringomyelia and syringobulbia
3361,Vascular myelopathies,Vascular myelopathies
3363,Myelopathy in oth dis,Myelopathy in other diseases classified elsewhere
3368,Myelopathy NEC,Other myelopathy
3369,Spinal cord disease NOS,Unspecified disease of spinal cord
33701,Carotid sinus syndrome,Carotid sinus syndrome
33709,Idio perph auto neur NEC,Other idiopathic peripheral autonomic neuropathy
3371,Aut neuropthy in oth dis,Peripheral autonomic neuropathy in disorders classified elsewhere
33720,Unsp rflx sympth dystrph,"Reflex sympathetic dystrophy, unspecified"
33721,Rflx sym dystrph up limb,Reflex sympathetic dystrophy of the upper limb
33722,Rflx sym dystrph lwr lmb,Reflex sympathetic dystrophy of the lower limb
33729,Rflx sym dystrph oth st,Reflex sympathetic dystrophy of other specified site
3373,Autonomic dysreflexia,Autonomic dysreflexia
3379,Autonomic nerve dis NEC,Unspecified disorder of autonomic nervous system
3380,Central pain syndrome,Central pain syndrome
33811,Acute pain due to trauma,Acute pain due to trauma
33812,Acute post-thoracot pain,Acute post-thoracotomy pain
33818,Acute postop pain NEC,Other acute postoperative pain
33819,Acute pain NEC,Other acute pain
33821,Chronc pain d/t trauma,Chronic pain due to trauma
33822,Chron post-thoracot pain,Chronic post-thoracotomy pain
33828,Chronic postop pain NEC,Other chronic postoperative pain
33829,Chronic pain NEC,Other chronic pain
3383,Neoplasm related pain,Neoplasm related pain (acute) (chronic)
3384,Chronic pain syndrome,Chronic pain syndrome
33900,Cluster headache syn NOS,"Cluster headache syndrome, unspecified"
33902,Chronic cluster headache,Chronic cluster headache
33912,Chronic tension headache,Chronic tension type headache
33920,Post-trauma headache NOS,"Post-traumatic headache, unspecified"
3393,Drug induce headache NEC,"Drug induced headache, not elsewhere classified"
33989,Headache syndrome NEC,Other headache syndromes
340,Multiple sclerosis,Multiple sclerosis
3410,Neuromyelitis optica,Neuromyelitis optica
3411,Schilder's disease,Schilder's disease
34120,Acute myelitis NOS,Acute (transverse) myelitis NOS
3418,Cns demyelination NEC,Other demyelinating diseases of central nervous system
3419,Cns demyelination NOS,"Demyelinating disease of central nervous system, unspecified"
34200,Flccd hmiplga unspf side,Flaccid hemiplegia and hemiparesis affecting unspecified side
34201,Flccd hmiplga domnt side,Flaccid hemiplegia and hemiparesis affecting dominant side
34202,Flccd hmiplg nondmnt sde,Flaccid hemiplegia and hemiparesis affecting nondominant side
34210,Spstc hmiplga unspf side,Spastic hemiplegia and hemiparesis affecting unspecified side
34211,Spstc hmiplga domnt side,Spastic hemiplegia and hemiparesis affecting dominant side
34212,Spstc hmiplg nondmnt sde,Spastic hemiplegia and hemiparesis affecting nondominant side
34280,Ot sp hmiplga unspf side,Other specified hemiplegia and hemiparesis affecting unspecified side
34281,Ot sp hmiplga domnt side,Other specified hemiplegia and hemiparesis affecting dominant side
34282,Ot sp hmiplg nondmnt sde,Other specified hemiplegia and hemiparesis affecting nondominant side
34290,Unsp hemiplga unspf side,"Hemiplegia, unspecified, affecting unspecified side"
34291,Unsp hemiplga domnt side,"Hemiplegia, unspecified, affecting dominant side"
34292,Unsp hmiplga nondmnt sde,"Hemiplegia, unspecified, affecting nondominant side"
3430,Congenital diplegia,Congenital diplegia
3431,Congenital hemiplegia,Congenital hemiplegia
3432,Congenital quadriplegia,Congenital quadriplegia
3434,Infantile hemiplegia,Infantile hemiplegia
3438,Cerebral palsy NEC,Other specified infantile cerebral palsy
3439,Cerebral palsy NOS,"Infantile cerebral palsy, unspecified"
34400,"Quadriplegia, unspecifd","Quadriplegia, unspecified"
34401,"Quadrplg c1-c4, complete","Quadriplegia, C1-C4, complete"
34402,"Quadrplg c1-c4, incomplt","Quadriplegia, C1-C4, incomplete"
34403,"Quadrplg c5-c7, complete","Quadriplegia, C5-C7, complete"
34404,"Quadrplg c5-c7, incomplt","Quadriplegia, C5-C7, incomplete"
34409,Other quadriplegia,Other quadriplegia
3441,Paraplegia NOS,Paraplegia
3442,Diplegia of upper limbs,Diplegia of upper limbs
34430,Monplga lwr lmb unsp sde,Monoplegia of lower limb affecting unspecified side
34431,Monplga lwr lmb dmnt sde,Monoplegia of lower limb affecting dominant side
34440,Monplga upr lmb unsp sde,Monoplegia of upper limb affecting unspecified side
34441,Monplga upr lmb dmnt sde,Monoplegia of upper limb affecting dominant side
34442,Mnplg upr lmb nondmnt sd,Monoplegia of upper limb affecting nondominant sde
3445,Monoplegia NOS,Unspecified monoplegia
34460,Cauda equina synd NOS,Cauda equina syndrome without mention of neurogenic bladder
34461,Neurogenic bladder,Cauda equina syndrome with neurogenic bladder
34481,Locked-in state,Locked-in state
34489,Oth spcf paralytic synd,Other specified paralytic syndrome
3449,Paralysis NOS,"Paralysis, unspecified"
34500,Gen noncv ep w/o intr ep,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
34501,Gen nonconv ep w intr ep,"Generalized nonconvulsive epilepsy, with intractable epilepsy"
34510,Gen cnv epil w/o intr ep,"Generalized convulsive epilepsy, without mention of intractable epilepsy"
34511,Gen cnv epil w intr epil,"Generalized convulsive epilepsy, with intractable epilepsy"
3452,Petit mal status,Petit mal status
3453,Grand mal status,Grand mal status
34540,Psymotr epil w/o int epi,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy"
34541,Psymotr epil w intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy"
34550,Part epil w/o intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
34551,Part epil w intr epil,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy"
34570,Epil par cont w/o int ep,"Epilepsia partialis continua, without mention of intractable epilepsy"
34571,Epil par cont w intr epi,"Epilepsia partialis continua, with intractable epilepsy"
34580,Epilep NEC w/o intr epil,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
34581,Epilepsy NEC w intr epil,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy"
34590,Epilep NOS w/o intr epil,"Epilepsy, unspecified, without mention of intractable epilepsy"
34591,Epilepsy NOS w intr epil,"Epilepsy, unspecified, with intractable epilepsy"
34600,Mgrn w aura wo ntrc mgrn,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
34620,Vrnt mgrn wo ntr mgr NEC,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus"
34670,Ch mgr wo ar wo nt wo st,"Chronic migraine without aura, without mention of intractable migraine without mention of status migrainosus"
34680,Othr migrne wo ntrc mgrn,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"
34690,Migrne unsp wo ntrc mgrn,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
34691,Mgrn unsp w ntrc mgr std,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus"
34693,Mgrn NOS w ntrc w st mgr,"Migraine, unspecified, with intractable migraine, so stated, with status migrainosus"
34700,Narcolepsy w/o cataplexy,"Narcolepsy, without cataplexy"
34701,Narcolepsy w cataplexy,"Narcolepsy, with cataplexy"
34710,Narclpsy w/o cat oth dis,"Narcolepsy in conditions classified elsewhere, without cataplexy"
3480,Cerebral cysts,Cerebral cysts
3481,Anoxic brain damage,Anoxic brain damage
3482,Pseudotumor cerebri,Benign intracranial hypertension
34830,Encephalopathy NOS,"Encephalopathy, unspecified"
34831,Metabolic encephalopathy,Metabolic encephalopathy
34839,Encephalopathy NEC,Other encephalopathy
3484,Compression of brain,Compression of brain
3485,Cerebral edema,Cerebral edema
34881,Temporal sclerosis,Temporal sclerosis
34882,Brain death,Brain death
34889,Brain conditions NEC,Other conditions of brain
3489,Brain condition NOS,Unspecified condition of brain
3490,Lumbar puncture reaction,Reaction to spinal or lumbar puncture
3491,Complication cns device,Nervous system complications from surgically implanted device
3492,Disorder of meninges NEC,"Disorders of meninges, not elsewhere classified"
34931,Accid punc/op lac dura,Accidental puncture or laceration of dura during a procedure
34939,Dural tear NEC,Other dural tear
34981,Cerebrospinal rhinorrhea,Cerebrospinal fluid rhinorrhea
34982,Toxic encephalopathy,Toxic encephalopathy
34989,Cns disorder NEC,Other specified disorders of nervous system
3499,Cns disorder NOS,Unspecified disorders of nervous system
